stop_name,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay
GORIZIA CENTRALE,Fri,1.1128205128205129,0.0,68,585,87,52,16
GRAGNOLA,Fri,1.9195402298850575,1.0,28,261,48,21,3
GRECCIO,Fri,3.5397489539748954,3.0,29,239,98,41,10
GRIGNO,Fri,3.2923976608187133,2.0,14,171,56,25,6
GROPELLO CAIROLI,Fri,4.617449664429531,4.0,25,298,194,61,10
GROSSETO,Fri,1.8393135725429017,0.0,59,641,136,91,48
GROTTE,Fri,1.441860465116279,0.0,9,86,14,5,4
GUARDAVALLE,Fri,5.375,6.0,5,56,37,29,6
GUASTALLA,Fri,-0.6437908496732027,-1.0,38,306,28,12,5
IL CIONFO BIN. LE CURE,Fri,2.168067226890756,2.0,10,119,20,6,1
INCORONATA,Fri,2.9339622641509435,2.0,50,424,124,71,21
ISEO,Fri,0.004016064257028112,0.0,32,249,0,0,0
ISOLA DEL CANTONE,Fri,8.4,8.0,4,5,4,4,2
ISOLA DELLE FEMMINE,Fri,0.847682119205298,1.0,69,453,32,10,4
ISTRANA,Fri,0.7696335078534031,1.0,53,573,52,14,6
ITRI,Fri,1.9112271540469974,1.0,38,383,83,50,15
IVREA,Fri,2.4893203883495145,2.0,73,515,131,61,19
JESI,Fri,1.0149006622516556,0.0,54,604,73,42,19
LA RUSTICA CITTA',Fri,0.9380421313506815,1.0,72,807,75,47,14
LA SPEZIA CENTRALE,Fri,2.5410071942446044,1.0,160,1390,404,259,95
LA SPEZIA MIGLIARINA,Fri,2.894047619047619,2.0,91,840,239,128,50
LAMA DI RENO,Fri,2.662921348314607,2.0,64,712,162,44,9
LAMEZIA TERME SAMBIASE,Fri,3.4502923976608186,3.0,35,342,107,55,8
LATINA,Fri,2.70545746388443,0.0,126,1246,325,201,104
LATISANA LIGNANO B.,Fri,2.06401384083045,1.0,51,578,92,57,29
LAVIS,Fri,10.714285714285714,13.0,6,7,7,5,4
LECCE,Fri,2.9616161616161616,0.0,54,495,129,104,65
LECCO,Fri,2.8869005010737294,1.0,120,1397,359,218,99
LIDO DI CLASSE-LIDO DI SAVIO,Fri,3.4593967517401394,1.0,52,431,104,65,30
LIDO DI LAVINIO,Fri,1.8976833976833978,1.0,56,518,65,25,8
LISSONE-MUGGIO`,Fri,3.9653045489591365,2.0,142,1297,496,292,110
LIVORNO CENTRALE,Fri,2.5526090675791275,1.0,114,1169,309,188,73
LOCATE TRIULZI,Fri,3.7626506024096384,3.0,71,830,338,190,31
LOCRI,Fri,4.098360655737705,2.0,41,427,162,112,40
LOLLI,Fri,1.4681960375391032,1.0,113,959,70,30,10
LOMAZZO,Fri,0.002785515320334262,0.0,61,718,0,0,0
LONATO,Fri,2.742857142857143,2.0,3,35,9,5,1
M N CADORNA,Fri,0.0028877887788778876,0.0,258,2424,0,0,0
M.N. AFFORI,Fri,0.001466275659824047,0.0,140,1364,0,0,0
M.N. QUARTO OGGIARO,Fri,0.0,0.0,70,889,0,0,0
MAERNE DI MARTELLAGO,Fri,2.1383248730964466,2.0,64,788,163,52,11
MANIAGO,Fri,-2.15,-2.0,7,80,1,1,0
MANTOVA,Fri,3.4061538461538463,2.0,58,650,200,135,58
MARAUSA,Fri,1.4210526315789473,0.0,19,190,18,12,9
MARCARIA,Fri,7.009090909090909,4.0,26,330,190,138,66
MAROTTA MONDOLFO,Fri,2.9261744966442955,2.0,52,596,183,122,37
MARRUBIU TERRALBA ARBOREA,Fri,2.3408239700374533,1.0,38,267,66,29,9
MARZOCCA,Fri,15.5,7.0,2,2,2,2,1
MASI TORELLO,Fri,0.3875,0.0,18,160,14,4,2
MASSAROSA BOZZANO,Fri,2.310344827586207,2.0,23,232,48,17,5
MATELICA,Fri,2.8905109489051095,2.0,32,274,82,41,8
MELEGNANO,Fri,2.052023121387283,1.0,66,519,105,49,5
MERANO,Fri,2.047794117647059,2.0,25,272,63,24,5
MERONE,Fri,0.002044989775051125,0.0,43,489,0,0,0
MESAGNE,Fri,3.71875,2.0,16,192,46,29,15
MI.P.GENOVA,Fri,1.416370106761566,0.0,28,281,57,35,19
MIGLIARO,Fri,1.5886075949367089,1.0,18,158,14,3,2
MILANO CERTOSA,Fri,3.056,2.0,207,2125,710,367,92
MILANO FORLANINI,Fri,3.637809187279152,2.0,178,1698,604,369,111
MILANO PORTA ROMANA,Fri,14.75,11.0,4,4,3,3,3
MILAZZO,Fri,2.25801749271137,1.0,70,686,131,77,34
MILETO,Fri,1.3265306122448979,1.0,4,49,4,2,1
MINUCCIANO - PIEVE - CASOLA,Fri,0.9401408450704225,1.0,30,284,39,20,3
MODENA,Fri,2.997014925373134,1.0,178,2010,617,421,207
MODUGNO,Fri,4.027624309392265,2.0,35,362,179,177,11
MOLINO DEL PALLONE,Fri,2.4662162162162162,2.0,12,148,26,8,3
MOMBALDONE ROCCAVERANO,Fri,4.352112676056338,4.0,23,213,123,72,8
MOMBARUZZO,Fri,0.8156424581005587,0.0,16,179,11,5,1
MONCALIERI,Fri,1.5270448548812665,1.0,146,1516,254,82,14
MONSELICE,Fri,0.7837837837837838,0.0,88,962,164,82,29
MONTEBELLUNA,Fri,1.7356828193832599,1.0,63,454,49,13,4
MONTECARLO SAN SALVATORE,Fri,3.0232558139534884,3.0,25,258,105,69,23
MONTEGROSSO,Fri,1.2215909090909092,0.0,16,176,19,7,3
MONTELLO GORLAGO,Fri,3.557446808510638,2.0,42,470,149,64,24
MONTENERO PETACCIATO,Fri,1.6536796536796536,1.0,20,231,33,20,6
MONTEPULCIANO,Fri,2.7916666666666665,2.0,37,288,98,43,8
MONTESILVANO,Fri,2.331782945736434,1.0,61,645,148,92,22
MONTIRONE,Fri,3.448160535117057,2.0,24,299,111,75,28
MOZZECANE,Fri,3.015527950310559,2.0,27,322,114,58,20
MUSIANO-PIAN DI MACINA,Fri,2.2910714285714286,1.0,56,560,108,55,13
NAPOLI AFRAGOLA,Fri,5.295081967213115,3.0,60,732,338,272,146
NAPOLI GIANTURCO,Fri,-0.8505535055350554,-2.0,230,2710,231,117,37
NEPEZZANO-PIANO D'ACCIO,Fri,4.873056994818653,5.0,34,386,373,69,8
NETTUNO,Fri,0.1076923076923077,0.0,29,260,13,8,3
NIZZA MONFERRATO,Fri,1.1318681318681318,0.0,16,182,16,7,3
NOCERA INFERIORE MERCATO,Fri,2.0,1.0,1,2,0,0,0
NOCERA UMBRA,Fri,1.913978494623656,1.0,18,186,39,21,9
NOTARESCO,Fri,4.121794871794871,3.0,13,156,75,74,5
NOVARA MONTALBANO FURNARI,Fri,2.442105263157895,2.0,16,190,44,25,5
NOVI LIGURE,Fri,1.1887550200803212,0.0,44,498,80,50,14
ODERZO,Fri,0.6212121212121212,-1.0,22,264,31,19,8
OLGIATA,Fri,3.586206896551724,3.0,128,1334,462,152,33
OMEGNA,Fri,2.3181818181818183,1.0,18,176,37,20,5
OMIGNANO SALENTO,Fri,2.684057971014493,1.0,35,345,105,60,21
ORISTANO,Fri,0.06688963210702341,-1.0,38,299,37,22,12
ORNAVASSO,Fri,4.164634146341464,2.0,17,164,60,32,10
P.M. BADESSE,Fri,2.283746556473829,1.0,36,363,89,49,11
PACE DEL MELA,Fri,1.7819025522041763,1.0,40,431,81,35,3
PADERNO DUGNANO,Fri,0.26548672566371684,0.0,124,1130,25,12,4
PADOVA,Fri,1.0544177881802224,0.0,319,3418,622,358,151
PAGANI,Fri,3.5238095238095237,3.0,65,735,275,108,27
PAGANICA,Fri,0.9931506849315068,1.0,29,292,28,11,2
PALAGIANELLO,Fri,0.18770226537216828,0.0,30,309,14,4,1
PALERMO CENTRALE,Fri,-0.3562231759656652,-1.0,132,1165,83,42,24
PALLANZENO,Fri,3.198675496688742,2.0,16,151,37,19,3
PARMA,Fri,3.3217871485943773,1.0,174,1992,624,422,191
PASSIRANO,Fri,0.014705882352941176,0.0,32,272,0,0,0
PAULILATINO,Fri,-1.7258064516129032,-2.0,7,62,3,1,0
PAVONA,Fri,2.6152542372881356,2.0,63,590,172,83,12
PELLEZZANO,Fri,2.628352490421456,2.0,27,261,85,46,11
PESARO,Fri,3.799052132701422,2.0,91,1055,379,254,125
PESCOCANALE,Fri,0.5,0.0,2,2,0,0,0
PIAN DEL MUGNONE,Fri,3.231578947368421,3.0,8,95,34,6,2
PIANO D`ORTA BOLOGNANO,Fri,4.662790697674419,4.0,9,86,55,18,2
PIAZZA AMEDEO,Fri,-1.146341463414634,-2.0,224,1230,76,51,19
PIAZZA CAVOUR,Fri,-0.6834415584415584,-2.0,116,616,56,36,14
PIEDIMONTE-V.S.L.-AQUINO,Fri,1.1502890173410405,1.0,64,519,42,28,9
PIETRAGALLA,Fri,4.780487804878049,2.0,32,328,121,64,18
PIETRARSA,Fri,3.0,3.0,1,1,0,0,0
PINEROLO,Fri,0.6329588014981273,-1.0,23,267,65,31,4
PINETO ATRI,Fri,2.5871687587168757,2.0,67,717,194,105,28
PIOMBINO BINARI MARE,Fri,0.2909090909090909,0.0,9,55,2,0,0
PIONA,Fri,3.065015479876161,2.0,28,323,98,63,22
PIZZIGHETTONE,Fri,6.46969696969697,4.0,7,66,35,21,14
POCAPAGLIA,Fri,1.0280898876404494,0.0,15,178,12,7,3
POGGIBONSI,Fri,2.816901408450704,2.0,68,710,263,128,26
POGGIO RUSCO,Fri,1.6189821182943605,1.0,69,727,208,130,47
POLICASTRO BUSSENTINO,Fri,2.5,1.0,38,384,90,49,19
POMEZIA - S.PALOMBA,Fri,2.2403381642512077,1.0,82,828,201,102,19
PONT SAINT MARTIN,Fri,2.5088495575221237,2.0,70,452,136,75,20
PONTASSIEVE,Fri,3.230958230958231,2.0,127,1221,445,232,56
PONTE A TRESSA,Fri,2.2941176470588234,1.0,11,119,12,7,2
PONTE CASALDUNI,Fri,4.8,1.0,22,205,75,61,30
PONTE IN VALTELLINA,Fri,2.169230769230769,1.0,9,65,10,7,3
PONTE TICINO,Fri,0.03333333333333333,0.0,30,30,0,0,0
PONTEBBA,Fri,0.9523809523809523,1.0,18,84,8,4,1
PONTEDERA CASCIANA TERME,Fri,2.4619326500732064,2.0,140,1366,335,189,59
PONTELAMBRO - CASTELMARTE,Fri,0.012422360248447204,0.0,28,322,0,0,0
PONTICINO,Fri,3.538,3.0,54,500,183,81,21
PONTREMOLI,Fri,2.6983471074380163,1.0,47,484,144,88,34
POPOLANO,Fri,3.8333333333333335,3.0,2,24,10,5,0
POPULONIA,Fri,1.0,1.0,7,9,0,0,0
PORTICHETTO - LUISAGO,Fri,0.002902757619738752,0.0,58,689,0,0,0
PORTICI- ERCOLANO,Fri,1.3118279569892473,1.0,80,837,102,64,24
PORTO CERESIO,Fri,3.2545454545454544,2.0,17,220,78,39,17
PORTO TORRES,Fri,0.5483870967741935,0.0,14,124,9,5,1
POTENZA CENTRALE,Fri,1.2390745501285347,-1.0,38,389,66,46,26
POZZALLO,Fri,3.440677966101695,2.0,12,118,37,24,12
PRAJA AJETA TORTORA,Fri,3.0053475935828877,1.0,36,374,110,78,29
PRATA CAMPORTACCIO,Fri,1.4839572192513368,1.0,32,374,46,14,3
PRATIGNONE,Fri,13.0,13.0,1,1,1,1,1
PRATO BORGONUOVO,Fri,12.5,11.0,2,2,2,2,2
PRATOLA PELIGNA,Fri,0.6273972602739726,0.0,40,365,31,11,5
PREGNANA MILANESE,Fri,7.631578947368421,8.0,18,19,17,13,3
PREMOSELLO CHIOVENDA,Fri,2.1116751269035534,1.0,38,394,83,54,19
PROVAGLIO - TIMOLINE,Fri,0.007352941176470588,0.0,32,272,0,0,0
QUERCIANELLA,Fri,3.358156028368794,2.0,32,282,87,50,17
QUERO VAS,Fri,2.202185792349727,2.0,26,183,26,6,0
RAIANO,Fri,1.8527397260273972,1.0,29,292,52,15,2
RAVENNA,Fri,2.8169209431345354,1.0,66,721,188,107,52
RECALE,Fri,16.0,16.0,1,1,1,1,1
REGGIO DI CALABRIA GALLICO,Fri,0.12601626016260162,0.0,43,492,21,11,2
REGGIO EMILIA,Fri,4.368943374197315,2.0,161,1713,689,466,181
REGGIO EMILIA AV,Fri,5.956284153005464,4.0,46,549,310,227,90
RESCALDINA,Fri,0.5855855855855856,0.0,85,666,31,7,1
RHO FIERA MILANO,Fri,3.156546246477069,2.0,362,3903,1408,747,184
RIMINI TORRE PEDRERA,Fri,3.6666666666666665,1.0,43,354,59,41,23
RIMINI VISERBA,Fri,2.368286445012788,1.0,48,391,53,37,22
RIOLA,Fri,1.768796992481203,1.0,48,532,77,27,7
RISANO,Fri,4.0,4.0,1,1,1,0,0
ROBECCO-PONTEVICO,Fri,3.6831168831168832,2.0,31,385,127,65,27
ROCCAPALUMBA-ALIA,Fri,1.6207674943566592,1.0,41,443,118,60,19
ROCCASECCA,Fri,0.34186746987951805,0.0,77,664,58,31,15
ROCCAVIVI,Fri,0.6666666666666666,0.0,3,3,0,0,0
ROCCELLA JONICA,Fri,3.6178660049627793,2.0,39,403,159,109,41
ROMA BALDUINA,Fri,2.091672046481601,1.0,146,1549,259,97,32
ROMA TIBURTINA,Fri,1.0515773660490737,-1.0,369,3994,739,470,201
ROMANO,Fri,3.8532219570405726,1.0,72,838,232,159,81
RONCEGNO BAGNI-MARTER,Fri,3.393782383419689,3.0,16,193,70,31,9
RONTA,Fri,3.7436974789915967,3.0,23,238,99,61,18
ROSOLINI,Fri,2.642857142857143,1.0,14,140,41,28,17
ROSSANO,Fri,6.454545454545454,5.0,24,275,170,128,44
ROTTOFRENO,Fri,22.0,12.0,2,2,2,2,2
ROVERETO,Fri,3.7464435146443513,2.0,103,1195,478,279,108
ROVIANO,Fri,0.968609865470852,0.0,22,223,31,18,6
RUSSI,Fri,4.038461538461538,3.0,49,546,213,120,46
S. AMBROGIO,Fri,2.41015625,1.0,44,512,93,50,13
S. ANTONINO VAIE,Fri,1.1471698113207547,0.0,61,530,70,40,12
S. CRISTINA E BISSONE,Fri,7.182156133828996,6.0,22,269,185,135,53
S. DAMIANO D`ASTI,Fri,0.5755208333333334,0.0,31,384,35,13,3
S. GENNARO,Fri,2.1330376940133036,1.0,52,451,80,32,10
S. GERMANO VERCELLESE,Fri,2.844236760124611,1.0,33,321,69,34,17
S.CRISTOFORO AL LAGO-ISCHIA,Fri,4.358974358974359,3.0,16,195,82,48,8
S.CROCE DEL LAGO,Fri,2.112676056338028,2.0,23,213,41,14,2
S.DEMETRIO DE` VESTINI,Fri,1.821917808219178,2.0,29,292,61,17,2
S.DONNINO BADIA,Fri,6.0,5.0,4,4,4,2,0
S.ELLERO,Fri,7.090909090909091,6.0,22,33,26,18,3
S.GIOVANNI AL NATISONE,Fri,1.1017964071856288,0.0,43,334,47,21,6
S.GIULIANO TERME,Fri,1.4801136363636365,1.0,75,704,135,64,16
S.MARCELLINO FRIGNANO,Fri,3.8030513176144245,1.0,69,721,209,155,73
S.MARTINO IN GATTARA,Fri,5.422885572139304,4.0,20,201,125,77,14
S.MICHELE IN BOSCO,Fri,7.121621621621622,4.0,6,74,46,30,17
S.NICOLA T.,Fri,7.75,6.0,4,4,3,3,1
S.SEVERINO MARCHE,Fri,3.010948905109489,2.0,32,274,103,50,7
S.VITTORIA,Fri,0.8302872062663186,0.0,36,383,22,12,4
SACILE,Fri,0.7238805970149254,0.0,92,938,147,70,27
SALE LANGHE,Fri,0.20320855614973263,0.0,17,187,7,3,3
SALETTO,Fri,1.8872403560830862,1.0,35,337,77,31,6
SALICETO,Fri,1.65,1.0,18,200,15,6,4
SALINE DI REGGIO,Fri,1.8843683083511777,1.0,39,467,75,35,7
SANFRE`,Fri,1.8842364532019704,1.0,37,406,61,34,10
SANREMO,Fri,8.833333333333334,8.0,13,18,14,14,6
SANTA DOMENICA,Fri,3.1560693641618496,2.0,16,173,56,26,4
SANTA SEVERA,Fri,1.7610789980732178,1.0,47,519,87,37,8
SANTA TERESA DI RIVA,Fri,3.546637744034707,2.0,49,461,158,100,36
SANTARCANGELO DI ROMAGNA,Fri,1.8753387533875339,1.0,31,369,82,40,14
SAPRI,Fri,3.8252100840336136,1.0,58,595,171,120,69
SARNO,Fri,4.438650306748467,3.0,33,326,130,90,28
SARONNO SUD,Fri,0.48940036341611143,0.0,150,1651,94,44,18
SARZANA,Fri,3.175,2.0,87,840,273,178,65
SASSONE,Fri,3.007594936708861,3.0,37,395,117,38,5
SAVONA,Fri,1.0467055879899916,0.0,124,1199,209,123,58
SCARLINO,Fri,1.8150289017341041,1.0,15,173,41,20,8
SERIATE,Fri,3.094017094017094,2.0,40,468,95,50,22
SERMIDE,Fri,3.7880794701986753,3.0,17,151,55,33,10
SERRAVALLE,Fri,3.0,3.0,1,1,0,0,0
SESSA AURUNCA R.,Fri,3.9381443298969074,2.0,56,485,157,114,50
SESTO FIORENTINO,Fri,1.3,1.0,16,170,28,19,6
SESTRI LEVANTE,Fri,0.037753222836095765,-1.0,105,1086,206,112,40
SETTE BAGNI,Fri,1.6501225490196079,1.0,134,1632,133,67,18
SEZZE ROMANO,Fri,2.8854003139717426,1.0,72,637,161,105,47
SIECI,Fri,5.378378378378378,4.0,27,37,22,13,1
SIENA,Fri,0.4317111459968603,0.0,65,637,85,39,15
SILIQUA,Fri,0.4745762711864407,-1.0,49,472,44,23,14
SISTIANA,Fri,1.4281767955801106,1.0,46,362,43,19,7
SOFFRATTA,Fri,2.773006134969325,2.0,34,326,79,39,4
SOLAGNA,Fri,3.4327485380116958,3.0,14,171,49,12,5
SORESINA,Fri,4.971238938053097,2.0,44,452,187,135,61
SPOTORNO NOLI,Fri,2.9446254071661238,2.0,63,614,181,111,31
SPRESIANO,Fri,1.599706744868035,1.0,67,682,125,55,17
STABIO,Fri,0.2169811320754717,-1.0,36,424,31,18,7
STIMIGLIANO,Fri,1.2493887530562346,1.0,35,409,40,12,4
STRESA,Fri,3.8653136531365315,3.0,54,542,221,157,46
SULZANO,Fri,0.00641025641025641,0.0,22,156,0,0,0
SUSA,Fri,0.3944954128440367,-1.0,18,218,26,14,3
SUSEGANA,Fri,8.0,5.0,2,2,2,1,1
TAGLIACOZZO,Fri,1.5884244372990353,0.0,33,311,47,30,8
TAGLIATA,Fri,0.0,0.0,1,1,0,0,0
TAORMINA,Fri,3.148562300319489,1.0,69,626,184,113,56
TARANTO,Fri,0.21830985915492956,-2.0,38,426,53,37,24
TERNATE VARANO BORGHI,Fri,3.111731843575419,2.0,32,358,107,65,22
TERNO,Fri,6.18436873747495,5.0,40,499,350,243,55
TIRANO,Fri,2.9760479041916166,-1.0,14,167,36,29,21
TITO,Fri,1.04,0.0,5,50,3,1,1
TIVOLI,Fri,1.6854990583804144,1.0,54,531,119,52,15
TORINO REBAUDENGO FOSSATA,Fri,1.6163461538461539,1.0,194,2080,337,139,18
TORRAZZA P.,Fri,2.963380281690141,2.0,36,355,118,68,18
TORRE DEI PASSERI,Fri,0.6259946949602122,0.0,41,377,30,17,5
TORRE DEL LAGO PUCCINI,Fri,3.7302231237322516,2.0,45,493,164,102,36
TORRE MELISSA,Fri,4.257009345794392,4.0,19,214,117,62,11
TRAVEDONA BIANDRONNO,Fri,4.236311239193084,3.0,31,347,139,81,27
TREBISACCE,Fri,9.333333333333334,6.0,4,48,34,28,12
TRECATE,Fri,2.338926174496644,1.0,89,894,183,87,26
TREVIGLIO,Fri,2.1251855517070757,0.0,178,2021,515,342,150
TRINITA` BENE VAGIENNA,Fri,1.489795918367347,1.0,18,196,14,10,1
TRONZANO,Fri,2.0434782608695654,1.0,33,322,72,38,20
VADA,Fri,3.8565400843881856,2.0,26,237,95,48,11
VALDAORA - ANTERSELVA,Fri,0.09090909090909091,-1.0,9,99,5,5,3
VALLE DI MERCATO S.SEVERINO,Fri,6.0,6.0,1,1,1,1,0
VALLECROSIA,Fri,9.0,7.0,4,4,3,3,2
VAPRIO D`AGOGNA,Fri,5.080645161290323,3.0,6,62,28,18,6
VARALLO POMBIA,Fri,2.8502994011976046,2.0,14,167,30,16,5
VARAZZE,Fri,1.806712962962963,1.0,105,864,122,72,24
VARESE CASBENO,Fri,0.0023923444976076554,0.0,35,418,0,0,0
VENEGONO SUP. - CASTIGLIO,Fri,0.001953125,0.0,48,512,0,0,0
VENEZIA MESTRE,Fri,1.0723514211886305,0.0,560,6192,854,442,179
VERCURAGO S.GIROLAMO,Fri,3.4502923976608186,2.0,14,171,51,25,9
VERNIO MONTEPIANO CANTAGALLO,Fri,2.476297968397291,2.0,44,443,98,51,15
VERONA PORTA NUOVA,Fri,2.528030666027791,2.0,184,2087,709,457,177
VIBO VALENZIA PIZZO,Fri,2.50853889943074,0.0,47,527,107,82,34
VIDALENGO,Fri,35.6,12.0,4,5,5,5,4
VIGEVANO,Fri,2.939068100358423,2.0,56,558,181,98,31
VIGNALE RIOTORTO,Fri,4.25,3.0,2,4,2,1,0
VIGNATE,Fri,3.0,3.0,1,1,0,0,0
VIGONZA PIANIGA,Fri,8.0,8.0,1,1,1,1,0
VILLA LITERNO,Fri,2.5730688935281836,2.0,100,958,212,117,45
VILLA RAVERIO,Fri,3.37319587628866,3.0,40,485,183,96,12
VILLA SAN SEBASTIANO,Fri,0.6923076923076923,1.0,1,13,0,0,0
VILLAMAGGIORE,Fri,4.168674698795181,3.0,71,830,415,212,34
VILLANOVA D`ARDA,Fri,1.8555555555555556,1.0,18,180,34,20,9
VILLANOVA D`ARDENGHI,Fri,4.624161073825503,4.0,25,298,194,61,10
VILLAVERLA MONTECCHIO,Fri,4.252427184466019,4.0,35,412,242,70,15
VISANO,Fri,5.321070234113712,3.0,24,299,146,119,46
ZAGAROLO,Fri,0.5284916201117319,0.0,96,895,88,41,11
ZAMBRONE,Fri,3.0057471264367814,2.0,16,174,65,32,4
ZINASCO NUOVO,Fri,6.277580071174377,4.0,26,281,184,101,19
